id,dataset_id,decimallongitude,decimallatitude,species,minimumdepthinmeters,maximumdepthinmeters,shoredistance,bathymetry,sst,sss,occurrenceid,catalognumber,occurrenceremarks,recordnumber,recordedby,recordedbyid,individualcount,organismquantity,organismquantitytype,sex,lifestage,reproductivecondition,behavior,establishmentmeans,occurrencestatus,preparations,disposition,othercatalognumbers,associatedmedia,associatedreferences,associatedsequences,associatedtaxa,organismid,organismname,organismscope,associatedoccurrences,associatedorganisms,previousidentifications,organismremarks,eventid,parenteventid,samplingprotocol,samplesizevalue,samplesizeunit,samplingeffort,eventdate,eventtime,startdayofyear,enddayofyear,year,month,day,verbatimeventdate,habitat,fieldnumber,fieldnotes,eventremarks,locationid,highergeographyid,highergeography,continent,waterbody,islandgroup,island,country,countrycode,stateprovince,county,municipality,locality,verbatimlocality,verbatimelevation,minimumelevationinmeters,maximumelevationinmeters,verbatimdepth,minimumdistanceabovesurfaceinmeters,maximumdistanceabovesurfaceinmeters,locationaccordingto,locationremarks,verbatimcoordinates,verbatimlatitude,verbatimlongitude,verbatimcoordinatesystem,verbatimsrs,geodeticdatum,coordinateprecision,pointradiusspatialfit,footprintwkt,footprintsrs,footprintspatialfit,georeferencedby,georeferenceddate,georeferenceprotocol,georeferencesources,georeferenceverificationstatus,georeferenceremarks,geologicalcontextid,earliesteonorlowesteonothem,latesteonorhighesteonothem,earliesteraorlowesterathem,latesteraorhighesterathem,earliestperiodorlowestsystem,latestperiodorhighestsystem,earliestepochorlowestseries,latestepochorhighestseries,earliestageorloweststage,latestageorhigheststage,lowestbiostratigraphiczone,highestbiostratigraphiczone,lithostratigraphicterms,group,formation,member,bed,identificationid,identifiedby,identifiedbyid,dateidentified,identificationreferences,identificationremarks,identificationqualifier,identificationverificationstatus,typestatus,taxonid,scientificnameid,acceptednameusageid,parentnameusageid,originalnameusageid,nameaccordingtoid,namepublishedinid,taxonconceptid,acceptednameusage,parentnameusage,originalnameusage,nameaccordingto,namepublishedin,namepublishedinyear,higherclassification,specificepithet,infraspecificepithet,verbatimtaxonrank,scientificnameauthorship,vernacularname,nomenclaturalcode,taxonomicstatus,nomenclaturalstatus,taxonremarks
29290944-dae5-4f87-aed8-103e8866a871,4d2a31a3-bb76-4ffe-a2f9-817e975f6ba9,-82.7037,9.66675,Arothron meleagris,0,9.6,2882,44,28.28,35.11,diveboard:105185_204575_0,diveboard:105185_204575_0,,,Anonymous,,,,,,,,,,present,,,,,,,,,,,,,,,,,citizen science scuba dive observation,,,,2009-04-21T13:35:00,13:35:00,,,2009,4,21,,,,,,,,,,,,,Costa Rica,,,,,"Puerto Viejo De Talamanca,",,,0,0,,,,,,,,,,,EPSG:4326,,,,,,,,,,,Derived from googlemaps Geographic datum = EPSG:3857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:219926,,,,,,,,,,,,,,,,,"(Anonymous, 1798)",,,,,
1ad6b393-bfd5-4d80-a1c0-83210e40c5f6,4d2a31a3-bb76-4ffe-a2f9-817e975f6ba9,-158.13,21.354,Arothron meleagris,0,8.199136398,-44,-19,,,diveboard:96251_204575_0,diveboard:96251_204575_0,,,Jonathan,,,,,,,,,,present,,,,,,,,,,,,,,,,,citizen science scuba dive observation,,,,2013-10-05T08:21:00,8:21:00,,,2013,10,5,,,,,,,,,,,,,United States,,,,,"Kahe Point Beach Park, Hawaii Oahu",,,0,0,,,,,,,,,,,EPSG:4326,,,,,,,,,,,Derived from googlemaps Geographic datum = EPSG:3857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:219926,,,,,,,,,,,,,,,,,"(Anonymous, 1798)",,,,,
675afeb6-e704-42f7-a8c6-26b8dba5113c,4d2a31a3-bb76-4ffe-a2f9-817e975f6ba9,-109.902,22.8794,Arothron meleagris,0,23,-19,-17,25.06,33.96,diveboard:20871_204575_0,diveboard:20871_204575_0,,,Abrie Venter,,,,,,,,,,present,,,,,,,,,,,,,,,,,citizen science scuba dive observation,,,,2012-07-03T01:45:00,1:45:00,,,2012,7,3,,,,,,,,,,,,,Mexico,,,,,"North Wall, Cabo San Lucas",,,0,0,,,,,,,,,,,EPSG:4326,,,,,,,,,,,Derived from googlemaps Geographic datum = EPSG:3857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:219926,,,,,,,,,,,,,,,,,"(Anonymous, 1798)",,,,,
c16058ba-508a-48d7-8878-b31a020e4ba5,4d2a31a3-bb76-4ffe-a2f9-817e975f6ba9,35.4959,-24.0583,Arothron meleagris,0,18.4,268,-5,25.58,34.87,diveboard:11431_0_84058,diveboard:11431_0_84058,,,Gustav Reyneke,,,,,,,,,,present,,,,,,,,,,,,,,,,,citizen science scuba dive observation,,,,2011-04-22T09:36:00,9:36:00,,,2011,4,22,,,,,,,,,Indian Ocean,,,,Mozambique,,,,,"Devils Peak, Guinjata",,,0,0,,,,,,,,,,,EPSG:4326,,,,,,,,,,,Derived from googlemaps Geographic datum = EPSG:3857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:219926,,,,,,,,,,,,,,,,,"(Anonymous, 1798)",,,,,
7bd54c73-9321-4ee7-b30c-adcf4f1cd9a3,4d2a31a3-bb76-4ffe-a2f9-817e975f6ba9,-105.564,20.7003,Arothron meleagris,0,18,154,-1,27.24,33.18,diveboard:23871_204575_0,diveboard:23871_204575_0,,,Abrie Venter,,,,,,,,,,present,,,,,,,,,,,,,,,,,citizen science scuba dive observation,,,,2012-08-02T11:00:00,11:00:00,,,2012,8,2,,,,,,,,,,,,,Mexico,,,,,"Islas Marietas, Puerto Vallarta",,,0,0,,,,,,,,,,,EPSG:4326,,,,,,,,,,,Derived from googlemaps Geographic datum = EPSG:3857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:219926,,,,,,,,,,,,,,,,,"(Anonymous, 1798)",,,,,
121a946e-8053-48be-89f6-13caff6168ae,4d2a31a3-bb76-4ffe-a2f9-817e975f6ba9,123.882,9.50343,Arothron meleagris,0,24,4137,178,28.51,32.9,diveboard:24525_204575_0,diveboard:24525_204575_0,,,Marina Kudryavtseva,,,,,,,,,,present,,,,,,,,,,,,,,,,,citizen science scuba dive observation,,,,2011-09-02T09:00:00,9:00:00,,,2011,9,2,,,,,,,,,Philippine Sea,,,,Philippines,,,,,"Cavior Shoer, Panglao",,,0,0,,,,,,,,,,,EPSG:4326,,,,,,,,,,,Derived from googlemaps Geographic datum = EPSG:3857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:219926,,,,,,,,,,,,,,,,,"(Anonymous, 1798)",,,,,
b76711cb-d22c-44fc-99ec-8dd09e5ef1ce,4d2a31a3-bb76-4ffe-a2f9-817e975f6ba9,-17.9838,27.6249,Arothron meleagris,0,23,1457,328.5,21.72,36.93,diveboard:25789_204575_0,diveboard:25789_204575_0,,,Javier,,,,,,,,,,present,,,,,,,,,,,,,,,,,citizen science scuba dive observation,,,,2003-09-15T11:30:00,11:30:00,,,2003,9,15,,,,,,,,,Atlantic Ocean,,,,Spain,,,,,"El Barco Chino, La Restinga, El Hierro",,,0,0,,,,,,,,,,,EPSG:4326,,,,,,,,,,,Derived from googlemaps Geographic datum = EPSG:3857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:219926,,,,,,,,,,,,,,,,,"(Anonymous, 1798)",,,,,
1dd4a9a2-1f20-4609-a876-03c94014be63,4d2a31a3-bb76-4ffe-a2f9-817e975f6ba9,-17.982,27.6154,Arothron meleagris,0,20,2528,412,21.72,36.93,diveboard:25790_204575_0,diveboard:25790_204575_0,,,Javier,,,,,,,,,,present,,,,,,,,,,,,,,,,,citizen science scuba dive observation,,,,2003-09-15T17:00:00,17:00:00,,,2003,9,15,,,,,,,,,Atlantic Ocean,,,,Spain,,,,,"El Rio, La Restinga, El Hierro",,,0,0,,,,,,,,,,,EPSG:4326,,,,,,,,,,,Derived from googlemaps Geographic datum = EPSG:3857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:219926,,,,,,,,,,,,,,,,,"(Anonymous, 1798)",,,,,
618a49b3-6ec8-4e42-b5f7-2f67a8c2b236,4d2a31a3-bb76-4ffe-a2f9-817e975f6ba9,118.532,4.43634,Arothron meleagris,0,22,-4479,-34,,,diveboard:8375_0_84066,diveboard:8375_0_84066,,,Carl Johnsen,,,,,,,,,,present,,,,,,,,,,,,,,,,,citizen science scuba dive observation,,,,2011-07-26T10:51:00,10:51:00,,,2011,7,26,,,,,,,,,,,,,Malaysia,,,,,"Mataking Postbox, Semporna",,,0,0,,,,,,,,,,,EPSG:4326,,,,,,,,,,,Derived from googlemaps Geographic datum = EPSG:3857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:219926,,,,,,,,,,,,,,,,,"(Anonymous, 1798)",,,,,
f7a0e748-ff7a-4524-ad65-ddc4a8737ee6,4d2a31a3-bb76-4ffe-a2f9-817e975f6ba9,-75.1651,19.8984,Arothron meleagris,0,5.913131826,7,-41,28.33,35.64,diveboard:10784_0_84057,diveboard:10784_0_84057,,,Eric Simmons,,,,,,,,,,present,,,,,,,,,,,,,,,,,citizen science scuba dive observation,,,,2012-03-27T19:23:00,19:23:00,,,2012,3,27,,,,,,,,,Caribbean Sea,,,,Cuba,,,,,"Phillips Dive Park, Guantanamo Bay",,,0,0,,,,,,,,,,,EPSG:4326,,,,,,,,,,,Derived from googlemaps Geographic datum = EPSG:3857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:219926,,,,,,,,,,,,,,,,,"(Anonymous, 1798)",,,,,
d8ce8841-33ad-462b-92dc-6df78b7b4cd5,4d2a31a3-bb76-4ffe-a2f9-817e975f6ba9,-151.785,-16.5014,Arothron meleagris,0,29,883,34,27.93,35.87,diveboard:163406_204575_0,diveboard:163406_204575_0,,,Bjenner,,,,,,,,,,present,,,,,,,,,,,,,,,,,citizen science scuba dive observation,,,,1999-09-18T09:00:00,9:00:00,,,1999,9,18,,,,,,,,,South Pacific Ocean,,,,French Polynesia,,,,,"Tapu, Bora Bora",,,0,0,,,,,,,,,,,EPSG:4326,,,,,,,,,,,Derived from googlemaps Geographic datum = EPSG:3857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:219926,,,,,,,,,,,,,,,,,"(Anonymous, 1798)",,,,,
b85a0520-6131-44b4-bee0-e5ccf6fde44b,4d2a31a3-bb76-4ffe-a2f9-817e975f6ba9,55.6734,-4.25807,Arothron meleagris,0,17.7,-17,27,28.17,35.25,diveboard:173058_204575_0,diveboard:173058_204575_0,,,Fabio Calamia,,,,,,,,,,present,,,,,,,,,,,,,,,,,citizen science scuba dive observation,,,,2014-09-08T15:00:00,15:00:00,,,2014,9,8,,,,,,,,,Praslin,,,,Seychelles,,,,,"Booby Rock, Praslin",,,0,0,,,,,,,,,,,EPSG:4326,,,,,,,,,,,Derived from googlemaps Geographic datum = EPSG:3857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:219926,,,,,,,,,,,,,,,,,"(Anonymous, 1798)",,,,,
71e3628a-a969-4560-afd2-3b02b10eca43,4d2a31a3-bb76-4ffe-a2f9-817e975f6ba9,125.479,10.0778,Arothron meleagris,0,18,37,-4,28.54,33.42,diveboard:127962_204575_0,diveboard:127962_204575_0,,,Sigurd Jakobsen,,,,,,,,,,present,,,,,,,,,,,,,,,,,citizen science scuba dive observation,,,,2010-10-13T00:40:00,0:40:00,,,2010,10,13,,,,,,,,,Surigao Strait,,,,Philippines,,,,,"South Point Of Hagakhak Island, Hagakhak Island, Dinagat Island",,,0,0,,,,,,,,,,,EPSG:4326,,,,,,,,,,,Derived from googlemaps Geographic datum = EPSG:3857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:219926,,,,,,,,,,,,,,,,,"(Anonymous, 1798)",,,,,
978b9e0f-be12-4ca9-8496-0f5e5fe03c28,340cf56f-f494-48c1-9f13-dd1fb3bfbdf2,142.1833333,27.08333333,Arothron meleagris,,1.5,270,-20,24.41,34.77,838fb85e-7a87-4799-a949-3582717d3b9c,34595,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,1990-09-01/1990-10-31,,,,1990,9,,1990-09-01/1990-10-31,,,,,,,"Japan|Tokyo|Japan, Ogasawara Is., Chichi-jima I., Hutami Bay, Ohnezaki",,,,,Japan,,Tokyo,,,"Japan, Ogasawara Is., Chichi-jima I., Hutami Bay, Ohnezaki",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:219926,,,,,,,,,,,,,Animalia|Chordata|Tetraodontiformes|Tetraodontidae|Arothron|meleagris,meleagris,,,"(Anonymous, 1798)",ミゾレフグ,,,,
cf8a7255-e986-4eaf-9831-0df63b75e822,340cf56f-f494-48c1-9f13-dd1fb3bfbdf2,138.5,35,Arothron meleagris,,3,209,-1,20.2,33.91,3cbc770b-884c-461e-a4a2-9220d6bacfa5,34455,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,10/16/1990,,,,,,,--/1990-10-16,,,,,,,"Japan|Shizuoka Pref.|Shimizu City|Japan, Suruga Bay, Honshu, Shizuoka Pref., Shimizu City, Shimizu Harbor, Orido Bay",,,,,Japan,,Shizuoka Pref.,Shimizu City,,"Japan, Suruga Bay, Honshu, Shizuoka Pref., Shimizu City, Shimizu Harbor, Orido Bay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:219926,,,,,,,,,,,,,Animalia|Chordata|Tetraodontiformes|Tetraodontidae|Arothron|meleagris,meleagris,,,"(Anonymous, 1798)",ミゾレフグ,,,,
627291ed-8d65-4e2d-9c9f-c19e2ea74176,340cf56f-f494-48c1-9f13-dd1fb3bfbdf2,-110.9666667,18.81666667,Arothron meleagris,,,-2551,-539,,,8c075863-379e-451b-996c-3c7b7609b604,65578,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,12/19/1970,,,,,,,--/1970-12-19,,,,,,,"Mexico|Mexico, Revillagigedo Is., Socorro I.",,,,,Mexico,,,,,"Mexico, Revillagigedo Is., Socorro I.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:219926,,,,,,,,,,,,,Animalia|Chordata|Tetraodontiformes|Tetraodontidae|Arothron|meleagris,meleagris,,,"(Anonymous, 1798)",ミゾレフグ,,,,
1be8dd48-0455-4a1a-a3a6-f4633b5ee79e,9d629feb-ba03-4a83-908c-794d94d30531,79.80799866,7.117000103,Arothron meleagris,,,3364,15,28.32,34.04,OGL_MSC_NortheasternUniversity_S18892,S18892,,HLC-13069,,,,,,,,,,,present,,,,,,NCBI: FJ582876; BOLD ID: HLC-13069,,S18892,,,,,,,CE02897,,,,,,,,,,,,,,,,,Collection Event Notes: Collector name listed as Daniel Yanke,CL02983,,,Asia,Indian Ocean,,,Sri Lanka,LK,Western,,Kochchikade,"Kochchikade, Sri Lanka",,,,,,,,,",NO331 Sarath Wattha, FAO-57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T03644,urn:lsid:marinespecies.org:taxname:219926,,,,,,,,,,,,,,meleagris,,,"Anonymous, 1798",Guineafowl puffer,,,,"As of January 30th, 2020 this species was not listed on the FDA Seafood List"
54f44f69-6a90-4a89-8dbf-9b71e2763046,a0737a06-66ef-41e7-9458-9c05f53340b5,172.983,1.733,Arothron meleagris,,,961,19,28.75,35.02,urn:lsid:ozcam.taxonomy.org.au:AM:Ichthyology:I.18052-064,I.18052-064,,,,,,,,,,,,,present,,,,,,,,,,,,,,,,,,,,,11/11/1973,,,,,,,,,,,,,,,,,,,,,,,,ABAIANG ATOLL : OFF BOLTON POINT,,,,,,,,,,,,,,,EPSG:4326,,,POINT (172.98300  1.73300),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:219926,,,,,,,,,,,,,,meleagris,,,,Guineafowl Puffer,,,,
2cb31313-4a7c-4516-889f-ada429b1de27,a0737a06-66ef-41e7-9458-9c05f53340b5,-169,17,Arothron meleagris,,,58385,5111,26.62,34.84,urn:lsid:ozcam.taxonomy.org.au:AM:Ichthyology:I.20589-005,I.20589-005,,,,,,,,,,,,,present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnston Island, SW OF SMALL BOAT CHANN.",,,,,,,,,,,,,,,EPSG:4326,,,POINT (-169.00000 17.00000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:219926,,,,,,,,,,,,,,meleagris,,,,Guineafowl Puffer,,,,
c4f5c25a-62a3-4ae7-80a6-d73a20f8c955,a0737a06-66ef-41e7-9458-9c05f53340b5,-140.05,-8.833,Arothron meleagris,,,-309,-27,27.69,35.47,urn:lsid:ozcam.taxonomy.org.au:AM:Ichthyology:I.22176-006,I.22176-006,,,,,,,,,,,,,present,,,,,,,,,,,,,,,,,,,,,9/3/1976,,,,,,,,,,,,,,,,,,,French Polynesia,,,,,"Marquesas, Nuku Hiva, Anaho Bay, E side of bay",,,,,,,,,,,,,,,EPSG:4326,,,POINT (-140.05000 - 8.83300),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:219926,,,,,,,,,,,,,,meleagris,,,,Guineafowl Puffer,,,,
5e9b954c-e7f0-476e-bc33-93888b341043,a0737a06-66ef-41e7-9458-9c05f53340b5,159.083,-31.516,Arothron meleagris,,,982,1,21.58,35.63,urn:lsid:ozcam.taxonomy.org.au:AM:Ichthyology:I.2786,I.2786,,,,,,,,,,,,,present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia,,,,,Lord Howe Island,,,,,,,,,,,,,,,EPSG:4326,,,POINT (159.08300 -31.51600),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:219926,,,,,,,,,,,,,,meleagris,,,,Guineafowl Puffer,,,,
54a6ffe2-7bd4-4c76-94f5-3f858bd5e4b1,a0737a06-66ef-41e7-9458-9c05f53340b5,-145.24166,-14.71333,Arothron meleagris,,,324,348,28,35.94,urn:lsid:ozcam.taxonomy.org.au:AM:Ichthyology:I.28936-006,I.28936-006,,,,,,,,,,,,,present,,,,,,,,,,,,,,,,,,,,,2/1/1989,,,,,,,,,,,,,,,,,,,,,,,,"Outside Takapoto Atoll, reef-flat, 200-300m SW of E end of airstrip",,,,,,,,,,,,,,,EPSG:4326,,,POINT (-145.24166 -14.71333),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:219926,,,,,,,,,,,,,,meleagris,,,,Guineafowl Puffer,,,,
5268ca8e-f6a8-46b5-9e79-18fd498a8a3b,a0737a06-66ef-41e7-9458-9c05f53340b5,150.78833,-22.54116,Arothron meleagris,,,282,24.87,24.15,35.45,urn:lsid:ozcam.taxonomy.org.au:AM:Ichthyology:I.34328-014,I.34328-014,,,,,,,,,,,,,present,,,,,,,,,,,,,,,,,,,,,9/21/1993,,,,,,,,,,,,,,,,,,,Australia,,,,,"Rocky embayment, SW side of Cape Clinton",,,,,,,,,,,,,,,EPSG:4326,,,POINT (150.78833 -22.54116),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:219926,,,,,,,,,,,,,,meleagris,,,,Guineafowl Puffer,,,,
791b8c4c-daa8-4dc4-b5c9-cc1928ab1afe,e54ba46d-583f-416a-ba4f-bb388b1de043,72.72,11.11,Arothron meleagris,,,293,-4,28.83,35.13,65706,,,,,,,,,,,,,,present,,,,,"Sriramachandra Murthy,V.,1995.Studies on certain exploited marine finfish resources of India, PhD Thesis, Cochin University of Science and Technology, India.",,,,,,,,,,,,,,,,1969/1980,,,,,,,,,,,,,,,,,,,,,,,,Amini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:308077,,,,,,,,,,,,,,,,,,,,,,
e0ea759c-53c3-460c-ae8f-49bded845cab,e54ba46d-583f-416a-ba4f-bb388b1de043,72.18,11.6,Arothron meleagris,,,478,2,28.82,35.33,65707,,,,,,,,,,,,,,present,,,,,"Sriramachandra Murthy,V.,1995.Studies on certain exploited marine finfish resources of India, PhD Thesis, Cochin University of Science and Technology, India.",,,,,,,,,,,,,,,,1969/1980,,,,,,,,,,,,,,,,,,,,,,,,Bitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:308077,,,,,,,,,,,,,,,,,,,,,,
017f619f-64e0-4343-a7e5-eddc76aaaba7,36fbc01b-72bd-42f0-af0a-e1701cddcf94,-172.03781,-13.81703,Arothron meleagris,,,1276,8,28.81,35.03,FN2-17575560-35-FMNH,120649,,FN2-17575560-35-FMNH,"J. A. Drew, M. E. Alfaro, C. Brock",,1,,,,,,,,present,,,,,,,,,,,,,,,,,,,,,3/4/2009,,,,,,,,,,,,,,,,,Samoa,Upolu,Samoa,,,,,"South Pacific, N. coast, Aggie's Reef",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:219926,,,,,,,,,,,,,,,,,,,,,,
3d70fc2e-1d12-4383-8787-bf9beb3364a4,36fbc01b-72bd-42f0-af0a-e1701cddcf94,134.38181,7.5285,Arothron meleagris,,,11315,99,29.18,33.79,FN2-17619106-35-FMNH,119564,,FN2-17619106-35-FMNH,Palau 2006 Team - 2,,1,,,,,,,,present,,,,,,,,,,,,,,,,,,,,,3/25/2006,,,,,,,,,,,,,,,,,Palau Islands,Babelthuap,Palau,,,,,"Pacific, outer reef slope on SW corner of Metkur Reef (Satan's Corner), W side of Babelthuap Island",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:219926,,,,,,,,,,,,,,,,,,,,,,
286edfb1-871b-4387-8f89-5c8b4b99e2b7,f7777a70-e23c-436a-a0cb-9200bf87e194,-78.17805481,2.958499908,Arothron meleagris,,,-230,-120,27.12,30.61,,,,,Pilar Herron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-02T12:00:00Z,,,,1999,,,,,,,,,,,,,,,Colombia,,,,,Azufrada 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilar Herron,,,,,,,,,urn:lsid:marinespecies.org:taxname:219926,,,,,,,,,,,,,,,,,,,,,,
188dd25e-7993-498a-a8fb-7284c9333f52,f325a99c-f6a6-4ba7-96ae-7463a0002982,-81.6121667,4.0011611,Arothron meleagris,5,40,91,-1,27.13,32.86,FMALPELO:SFFMalpeloMonitoreoVOC:169,,,,Sandra Bessudo | Felipe Ladino,https://orcid.org/0000-0003-3819-2004 | https://orcid.org/0000-0001-8852-0796,1,,,,,,,native,Present,,,,,,,,,,,,,,,MonitoreoVOC-2020_Nevera-I,MonitoreoVOC-2020,Censo visual submarino,,,35 buceos/año,2/23/2020,07:00/18:00,,,2020,2,23,,Isla oceánica,,,,http://marineregions.org/mrgid/22640,,,SA,Oceano Pacífico,,Isla de Malpelo,Colombia,CO,Valle del Cauca,Buenaventura,,Santuario de Flora y Fauna Malpelo,,,,,,,,,Sitio de buceo: La Nevera,"4°00´4,18”N; 81°36´43,80”W","4°00´4,18”N","81°36´43,80”W","Grados, minutos, segundos",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandra Bessudo | Felipe Ladino,https://orcid.org/0000-0003-3819-2004 | https://orcid.org/0000-0001-8852-0796,,,,,,,,urn:lsid:marinespecies.org:taxname:219926,,,,http://www.marinespecies.org/aphia.php?p=taxdetails&id=219926,,,,,,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Arothron meleagris (Anonymous, 1798). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=219926 on 2021-02-19",,,,meleagris,,,"Anonymus, 1798",Tamboril negro,,,,
65878200-9b23-4c23-8a3b-651761f08158,f325a99c-f6a6-4ba7-96ae-7463a0002982,-81.6033556,4.0044528,Arothron meleagris,8,40,42,-24,27.13,32.86,FMALPELO:SFFMalpeloMonitoreoVOC:286,,,,Sandra Bessudo | Felipe Ladino,https://orcid.org/0000-0003-3819-2004 | https://orcid.org/0000-0001-8852-0796,6,,,,,,,native,Present,,,,,,,,,,Cardumen,,,,,MonitoreoVOC-2020_Arrecife-II,MonitoreoVOC-2020,Censo visual submarino,,,35 buceos/año,10/27/2020,08:00/18:00,,,2020,10,27,,Isla oceánica,,,,http://marineregions.org/mrgid/22640,,,SA,Oceano Pacífico,,Isla de Malpelo,Colombia,CO,Valle del Cauca,Buenaventura,,Santuario de Flora y Fauna Malpelo,,,,,,,,,Sitio de buceo: El Arrecife,"4°00´16,03”N; 81°36´12,08”W","4°00´16,03”N","81°36´12,08”W","Grados, minutos, segundos",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandra Bessudo | Felipe Ladino,https://orcid.org/0000-0003-3819-2004 | https://orcid.org/0000-0001-8852-0796,,,,,,,,urn:lsid:marinespecies.org:taxname:219926,,,,http://www.marinespecies.org/aphia.php?p=taxdetails&id=219926,,,,,,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Arothron meleagris (Anonymous, 1798). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=219926 on 2021-02-19",,,,meleagris,,,"Anonymus, 1798",Tamboril negro,,,,
243ade75-631d-4993-a0c3-2c9812546bcf,f325a99c-f6a6-4ba7-96ae-7463a0002982,-81.6033556,4.0044528,Arothron meleagris,8,40,42,-24,27.13,32.86,FMALPELO:SFFMalpeloMonitoreoVOC:370,,,,Sandra Bessudo | Felipe Ladino,https://orcid.org/0000-0003-3819-2004 | https://orcid.org/0000-0001-8852-0796,10,,,,,,,native,Present,,,,,,,,,,Cardumen,,,,,MonitoreoVOC-2020_Arrecife-II,MonitoreoVOC-2020,Censo visual submarino,,,35 buceos/año,10/24/2020,08:00/18:00,,,2020,10,24,,Isla oceánica,,,,http://marineregions.org/mrgid/22640,,,SA,Oceano Pacífico,,Isla de Malpelo,Colombia,CO,Valle del Cauca,Buenaventura,,Santuario de Flora y Fauna Malpelo,,,,,,,,,Sitio de buceo: El Arrecife,"4°00´16,03”N; 81°36´12,08”W","4°00´16,03”N","81°36´12,08”W","Grados, minutos, segundos",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandra Bessudo | Felipe Ladino,https://orcid.org/0000-0003-3819-2004 | https://orcid.org/0000-0001-8852-0796,,,,,,,,urn:lsid:marinespecies.org:taxname:219926,,,,http://www.marinespecies.org/aphia.php?p=taxdetails&id=219926,,,,,,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Arothron meleagris (Anonymous, 1798). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=219926 on 2021-02-19",,,,meleagris,,,"Anonymus, 1798",Tamboril negro,,,,
